-20.795194753455306,  2.130543278827102,   1357.142857142857
-19.055499371763048,  2.142245383095006,   1700.0
-17.28862124973185,   2.1856298511400865,  1690.4761904761904
-15.576108608378537,  2.207863849249104,   1561.904761904762
-13.782047746008397,  2.142505429856515,   1647.6190476190477
-12.069535104655083,  2.049105301347875,   1776.1904761904764
-10.35702246330177,   2.1306299610809383,  1766.6666666666667
-8.590144341270571,   2.122048417951142,   1757.1428571428573
-6.8776316999172575,  2.2197393180246805,  1700.0
-5.137936318225002,   2.2500781068673943,  2023.8095238095239
-3.425423676871688,   2.293386727940368,   2095.2380952380954
-1.6585455548404937 , 2.3464687731333878,  2133.3333333333335
0.026784346173883478, 2.380968310160245,   1828.5714285714287
1.7664797278661375  , 2.3663190092619057,  1914.2857142857142
